title,author,views,likes,link,month,year
The jobs we'll lose to machines — and the ones we won't,Anthony Goldbloom,2800000,85000,https://ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t,February,2016
Why do we hiccup?,John Cameron,2700000,81000,https://ted.com/talks/john_cameron_why_do_we_hiccup,July,2016
How trees talk to each other,Suzanne Simard,5100000,155000,https://ted.com/talks/suzanne_simard_how_trees_talk_to_each_other,June,2016
Why the metric system matters,Matt Anticole,5500000,165000,https://ted.com/talks/matt_anticole_why_the_metric_system_matters,July,2016
A new way to study the brain's invisible secrets,Ed Boyden,1500000,47000,https://ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets,June,2016
How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,1100000,33000,https://ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history,June,2016
"A project of peace, painted across 50 buildings",eL Seed,989000,29000,https://ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings,June,2016
A forgotten Space Age technology could change how we grow food,Lisa Dyson,1400000,44000,https://ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food,May,2016
My love letter to cosplay,Adam Savage,3000000,92000,https://ted.com/talks/adam_savage_my_love_letter_to_cosplay,February,2016
How to grow a forest in your backyard,Shubhendu Sharma,3600000,108000,https://ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,May,2016
"Pollution-free lights, powered by microbes",Sandra Rey,20000,613,https://ted.com/talks/sandra_rey_pollution_free_lights_powered_by_microbes,May,2016
The dark and delicate rumble of Russian piano music ,Naufal Mukumi,8500,255,https://ted.com/talks/naufal_mukumi_the_dark_and_delicate_rumble_of_russian_piano_music,May,2016
Interconnectivity: the new structure of the world economy ,Min Zhu,19000,576,https://ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy,May,2016
The potential of blockchain,Mike Schwartz,90000,2700,https://ted.com/talks/mike_schwartz_the_potential_of_blockchain,May,2016
Who says you can't play the piano with your foot?, MaJiKer,3900,119,https://ted.com/talks/majiker_who_says_you_can_t_play_the_piano_with_your_foot,May,2016
Don't shy away from ignorance — use it to better yourself,Laura Fox,21000,651,https://ted.com/talks/laura_fox_don_t_shy_away_from_ignorance_use_it_to_better_yourself,May,2016
Want to get ahead? Be paranoid,Lars Fæste,15000,450,https://ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid,May,2016
Nature is everywhere — we just need to learn to see it,Emma Marris,1400000,44000,https://ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it,June,2016
3 lessons on success from an Arab businesswoman,Leila Hoteit,4200000,126000,https://ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,May,2016
"When we design for disability, we all benefit",Elise Roy,1500000,45000,https://ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit,September,2015
Can you solve the passcode riddle?,Ganesh Pai,8700000,261000,https://ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle,July,2016
"Why I keep speaking up, even when people mock my accent",Safwat Saleem,1700000,51000,https://ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent,February,2016
How to use a semicolon,Emma Bryce,1800000,56000,https://ted.com/talks/emma_bryce_how_to_use_a_semicolon,July,2015
Why Brexit happened — and what to do next,Alexander Betts,3700000,111000,https://ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next,June,2016
How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,1100000,33000,https://ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war,June,2016
"""Redemption Song""",John Legend,2100000,63000,https://ted.com/talks/john_legend_redemption_song,February,2016
What is obesity?,Mia Nacamulli,974000,29000,https://ted.com/talks/mia_nacamulli_what_is_obesity,June,2016
"Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,1200000,38000,https://ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish,February,2016
Why you think you're right — even if you're wrong,Julia Galef,7400000,224000,https://ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong,February,2016
How playing sports benefits your body... and your brain,Leah Lagos and Jaspal Ricky Singh,1700000,51000,https://ted.com/talks/leah_lagos_and_jaspal_ricky_singh_how_playing_sports_benefits_your_body_and_your_brain,June,2016
How computers are learning to be creative,Blaise Agüera y Arcas,2000000,62000,https://ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative,May,2016
How a blind astronomer found a way to hear the stars,Wanda Diaz Merced,967000,29000,https://ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars,February,2016
What can we learn from shortcuts?,Tom Hulme,1600000,50000,https://ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts,February,2016
"Who are you, really? The puzzle of personality",Brian Little,15000000,465000,https://ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality,February,2016
How to fix a broken education system ... without any more money,Seema Bansal,1600000,49000,https://ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,May,2016
How does anesthesia work?,Steven Zheng,12000000,376000,https://ted.com/talks/steven_zheng_how_does_anesthesia_work,June,2016
How the food you eat affects your brain,Mia Nacamulli,12000000,381000,https://ted.com/talks/mia_nacamulli_how_the_food_you_eat_affects_your_brain,June,2016
Why genetic research must be more diverse,Keolu Fox,1000000,30000,https://ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse,February,2016
I survived a terrorist attack. Here's what I learned,Gill Hicks,974000,29000,https://ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned,May,2016
How better tech could protect us from distraction,Tristan Harris,2000000,61000,https://ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction,December,2014
What does it mean to be a refugee?,Benedetta Berti and Evelien Borgman,1100000,33000,https://ted.com/talks/benedetta_berti_and_evelien_borgman_what_does_it_mean_to_be_a_refugee_feb_2018,June,2016
The birth of virtual reality as an art form,Chris Milk,946000,28000,https://ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form,February,2016
This scientist makes ears out of apples,Andrew Pelling,1300000,40000,https://ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples,February,2016
The secret to effective nonviolent resistance,Jamila Raqib,1000000,31000,https://ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance,November,2015
3 reasons why we can win the fight against poverty,Andrew Youn,1400000,42000,https://ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty,February,2016
A highly scientific taxonomy of haters,Negin Farsad,1400000,44000,https://ted.com/talks/negin_farsad_a_highly_scientific_taxonomy_of_haters,February,2016
Why do our bodies age?,Monica Menesini,2300000,69000,https://ted.com/talks/monica_menesini_why_do_our_bodies_age,June,2016
How college loans exploit students for profit,Sajay Samuel,1300000,41000,https://ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit,February,2016
"The Chinese zodiac, explained",ShaoLan,3000000,91000,https://ted.com/talks/shaolan_the_chinese_zodiac_explained,February,2016
How interpreters juggle two languages at once,Ewandro Magalhaes,1500000,47000,https://ted.com/talks/ewandro_magalhaes_how_interpreters_juggle_two_languages_at_once,June,2016
Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,1100000,35000,https://ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable,February,2016
What's so sexy about math?,Cédric Villani,2100000,64000,https://ted.com/talks/cedric_villani_what_s_so_sexy_about_math,February,2016
"The passing of time, caught in a single photo",Stephen Wilkes,2000000,62000,https://ted.com/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo,February,2016
An entertainment icon on living a life of meaning,Norman Lear,1100000,35000,https://ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning,February,2016
The real harm of the global arms trade,Samantha Nutt,1100000,34000,https://ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade,November,2015
Can you solve the control room riddle?,Dennis Shasha,5200000,158000,https://ted.com/talks/dennis_shasha_can_you_solve_the_control_room_riddle,May,2016
"A smarter, more precise way to think about public health",Sue Desmond-Hellmann,1000000,32000,https://ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health,February,2016
My journey from Marine to actor,Adam Driver,12000000,362000,https://ted.com/talks/adam_driver_my_journey_from_marine_to_actor,November,2015
How barbershops can keep men healthy,Joseph Ravenell,1200000,37000,https://ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy,February,2016
Drawings that show the beauty and fragility of Earth,Zaria Forman,1600000,48000,https://ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth,November,2015
Your words may predict your future mental health,Mariano Sigman,3400000,103000,https://ted.com/talks/mariano_sigman_your_words_may_predict_your_future_mental_health,February,2016
The beauty of being a misfit,Lidia Yuknavitch,4099999,123000,https://ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit,February,2016
How free is our freedom of the press?,Trevor Timm,1500000,45000,https://ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press,February,2016
The origin of countless conspiracy theories,PatrickJMT,2200000,66000,https://ted.com/talks/patrickjmt_the_origin_of_countless_conspiracy_theories,May,2016
The laws that sex workers really want,Juno Mac,2800000,86000,https://ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want,January,2016
Our lonely society makes it hard to come home from war,Sebastian Junger,1300000,39000,https://ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,November,2015
Good news in the fight against pancreatic cancer,Laura Indolfi,1400000,43000,https://ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer,February,2016
Why is the US Constitution so hard to amend?,Peter Paccone,746000,22000,https://ted.com/talks/peter_paccone_why_is_the_us_constitution_so_hard_to_amend,May,2016
Can you really tell if a kid is lying?,Kang Lee,13000000,400000,https://ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying,February,2016
The psychology behind irrational decisions,Sara Garofalo,2100000,63000,https://ted.com/talks/sara_garofalo_the_psychology_behind_irrational_decisions,May,2016
This tiny particle could roam your body to find tumors,Sangeeta Bhatia,950000,28000,https://ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors,November,2015
An artist's unflinching look at racial violence,Sanford Biggers,1200000,37000,https://ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence,February,2016
How computer memory works,Kanawat Senanan,2700000,81000,https://ted.com/talks/kanawat_senanan_how_computer_memory_works,May,2016
This is your brain on communication,Uri Hasson,3100000,94000,https://ted.com/talks/uri_hasson_this_is_your_brain_on_communication,February,2016
Gene editing can now change an entire species — forever,Jennifer Kahn,2100000,63000,https://ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever,February,2016
This virtual lab will revolutionize science class,Michael Bodekaer,1400000,44000,https://ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class,October,2015
A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,1000000,31000,https://ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram,February,2016
The dream we haven't dared to dream,Dan Pallotta,2000000,62000,https://ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream,February,2016
"Pirates, nurses and other rebel designers",Alice Rawsthorn,1000000,32000,https://ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers,February,2016
How my son's short life made a lasting difference,Sarah Gray,1500000,47000,https://ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference,November,2015
How to read the genome and build a human being,Riccardo Sabatini,2000000,60000,https://ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being,February,2016
A provocative way to finance the fight against climate change,Michael Metcalfe,1200000,38000,https://ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change,November,2015
Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,1100000,34000,https://ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza,February,2016
Why do cats act so weird?,Tony Buffington,11000000,356000,https://ted.com/talks/tony_buffington_why_do_cats_act_so_weird,April,2016
Insightful human portraits made from data,R. Luke DuBois,1300000,40000,https://ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data,February,2016
A smart loan for people with no credit history (yet),Shivani Siroya,1700000,53000,https://ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet,February,2016
Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,4000000,121000,https://ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe,February,2016
A taboo-free way to talk about periods,Aditi Gupta,1800000,55000,https://ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods,May,2015
We can reprogram life. How to do it wisely,Juan Enriquez,2100000,64000,https://ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely,November,2015
The surprising reason you feel awful when you're sick,Marco A. Sotomayor,3300000,100000,https://ted.com/talks/marco_a_sotomayor_the_surprising_reason_you_feel_awful_when_you_re_sick,April,2016
Wisdom from great writers on every year of life,Joshua Prager,1900000,57000,https://ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life,March,2015
TED's secret to great public speaking,Chris Anderson,6900000,209000,https://ted.com/talks/chris_anderson_ted_s_secret_to_great_public_speaking,March,2016
Should you trust unanimous decisions?,Derek Abbott,4099999,123000,https://ted.com/talks/derek_abbott_should_you_trust_unanimous_decisions,April,2016
The inside story of the Paris climate agreement,Christiana Figueres,1400000,43000,https://ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement,February,2016
The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,1200000,36000,https://ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen,February,2016
The unexpected benefit of celebrating failure,Astro Teller,2800000,85000,https://ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure,February,2016
A new superweapon in the fight against cancer,Paula Hammond,1600000,49000,https://ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer,November,2015
Does grammar matter?,Andreea S. Calude,2200000,66000,https://ted.com/talks/andreea_s_calude_does_grammar_matter,April,2016
Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,6900000,209000,https://ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,March,2015
What does it mean to be a citizen of the world?,Hugh Evans,1900000,59000,https://ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world,February,2016
The mind behind Linux,Linus Torvalds,6600000,200000,https://ted.com/talks/linus_torvalds_the_mind_behind_linux,February,2016
The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,1100000,33000,https://ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next,April,2016
The most mysterious star in the universe,Tabetha Boyajian,7800000,234000,https://ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe,February,2016
The magic ingredient that brings Pixar movies to life,Danielle Feinberg,3200000,98000,https://ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life,November,2015
How megacities are changing the map of the world,Parag Khanna,1200000,38000,https://ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world,February,2016
How a start-up in the White House is changing business as usual,Haley Van Dyck,1000000,32000,https://ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual,February,2016
The surprising habits of original thinkers,Adam Grant,19000000,588000,https://ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers,February,2016
How do schools of fish swim in harmony?,Nathan S. Jacobs,643000,19000,https://ted.com/talks/nathan_s_jacobs_how_do_schools_of_fish_swim_in_harmony,March,2016
Two reasons companies fail — and how to avoid them,Knut Haanaes,2200000,66000,https://ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them,June,2015
How humans could evolve to survive in space,Lisa Nip,1800000,54000,https://ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space,November,2015
What would happen if you didn't drink water?,Mia Nacamulli,17000000,533000,https://ted.com/talks/mia_nacamulli_what_would_happen_if_you_didn_t_drink_water,March,2016
Why gun violence can't be our new normal,Dan Gross,1300000,40000,https://ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal,February,2016
Can you solve the locker riddle?,Lisa Winer,10000000,319000,https://ted.com/talks/lisa_winer_can_you_solve_the_locker_riddle,March,2016
The beauty of human skin in every color,Angélica Dass,2700000,83000,https://ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color,February,2016
A futuristic vision of the age of holograms,Alex Kipman,3800000,116000,https://ted.com/talks/alex_kipman_a_futuristic_vision_of_the_age_of_holograms,February,2016
How young Africans found a voice on Twitter,Siyanda Mohutsiwa,1100000,33000,https://ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter,February,2016
You have no idea where camels really come from,Latif Nasser,3300000,99000,https://ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from,November,2015
"The physics of the ""hardest move"" in ballet",Arleen Sugano,2500000,75000,https://ted.com/talks/arleen_sugano_the_physics_of_the_hardest_move_in_ballet,March,2016
How to get back to work after a career break,Carol Fishman Cohen,3600000,108000,https://ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break,November,2015
A glimpse of the future through an augmented reality headset,Meron Gribetz,1800000,54000,https://ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset,February,2016
A conservative's plea: Let's work together,Arthur Brooks,1300000,40000,https://ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together,February,2016
The reporting system that sexual assault survivors want,Jessica Ladd,1500000,46000,https://ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want,February,2016
5 tips to improve your critical thinking,Samantha Agoos,8700000,263000,https://ted.com/talks/samantha_agoos_5_tips_to_improve_your_critical_thinking,March,2016
Inside the mind of a master procrastinator,Tim Urban,60000000,1800000,https://ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator,February,2016
Is radiation dangerous?,Matt Anticole,1800000,56000,https://ted.com/talks/matt_anticole_is_radiation_dangerous,March,2016
How Airbnb designs for trust,Joe Gebbia,2700000,83000,https://ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust,February,2016
The gospel of doubt,Casey Gerald,2200000,67000,https://ted.com/talks/casey_gerald_the_gospel_of_doubt,February,2016
This country isn't just carbon neutral — it's carbon negative,Tshering Tobgay,5100000,153000,https://ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative,February,2016
Simple hacks for life with Parkinson's,Mileha Soneji,1000000,32000,https://ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s,February,2015
The secrets I find on the mysterious ocean floor,Laura Robinson,1800000,55000,https://ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor,December,2014
"Teach girls bravery, not perfection",Reshma Saujani,5800000,176000,https://ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection,February,2016
Uber's plan to get more people into fewer cars,Travis Kalanick,1900000,58000,https://ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars,February,2016
Our refugee system is failing. Here's how we can fix it,Alexander Betts,1000000,30000,https://ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it,February,2016
What really happens when you mix medications?,Russ Altman,1800000,54000,https://ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications,November,2015
How yarn bombing grew into a worldwide movement,Magda Sayeg,1400000,44000,https://ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement,November,2015
Dive into an ocean photographer's world,Thomas Peschak,1100000,35000,https://ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world,October,2015
Why we need gender-neutral bathrooms,Ivan Coyote,1700000,52000,https://ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms,November,2015
Why your doctor should care about social justice,Mary Bassett,1200000,38000,https://ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice,November,2015
How to make a profit while making a difference,Audrey Choi,1900000,58000,https://ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference,November,2015
The psychology of narcissism,W. Keith Campbell,11000000,333000,https://ted.com/talks/w_keith_campbell_the_psychology_of_narcissism,February,2016
What it's like to be Muslim in America,Dalia Mogahed,8100000,245000,https://ted.com/talks/dalia_mogahed_what_it_s_like_to_be_muslim_in_america,February,2016
The case for optimism on climate change,Al Gore,2200000,68000,https://ted.com/talks/al_gore_the_case_for_optimism_on_climate_change,February,2016
Meet the dazzling flying machines of the future,Raffaello D'Andrea,10000000,302000,https://ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future,February,2016
What the discovery of gravitational waves means,Allan Adams,2700000,83000,https://ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means,February,2016
My year of saying yes to everything,Shonda Rhimes,5200000,157000,https://ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything,February,2016
The science of skin color,Angela Koine Flynn,2900000,88000,https://ted.com/talks/angela_koine_flynn_the_science_of_skin_color,February,2016
10 ways to have a better conversation,Celeste Headlee,26000000,789000,https://ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation,May,2015
The brain may be able to repair itself — with help,Jocelyne Bloch,3400000,102000,https://ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help,December,2015
The problem with race-based medicine,Dorothy Roberts,1400000,43000,https://ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine,November,2015
Why do we love? A philosophical inquiry,Skye C. Cleary,5500000,165000,https://ted.com/talks/skye_c_cleary_why_do_we_love_a_philosophical_inquiry,February,2016
The case for fish farming,Mike Velings,1300000,39000,https://ted.com/talks/mike_velings_the_case_for_fish_farming,October,2015
How I'm discovering the secrets of ancient texts,Gregory Heyworth,859000,25000,https://ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts,October,2015
Shape-shifting tech will change work as we know it,Sean Follmer,1500000,47000,https://ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it,October,2015
Economic growth has stalled. Let's fix it,Dambisa Moyo,1600000,49000,https://ted.com/talks/dambisa_moyo_economic_growth_has_stalled_let_s_fix_it,December,2015
Special Olympics let me be myself — a champion,Matthew Williams,1200000,36000,https://ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion,November,2015
History vs. Napoleon Bonaparte,Alex Gendler,4500000,136000,https://ted.com/talks/alex_gendler_history_vs_napoleon_bonaparte,February,2016
How we'll fight the next deadly virus,Pardis Sabeti,1600000,49000,https://ted.com/talks/pardis_sabeti_how_we_ll_fight_the_next_deadly_virus,May,2015
A simple way to break a bad habit,Judson Brewer,17000000,526000,https://ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit,November,2015
The boiling river of the Amazon,Andrés Ruzo,2200000,67000,https://ted.com/talks/andres_ruzo_the_boiling_river_of_the_amazon,October,2014
Can you solve the temple riddle?,Dennis Shasha,9500000,287000,https://ted.com/talks/dennis_shasha_can_you_solve_the_temple_riddle,February,2016
A delightful way to teach kids about computers,Linda Liukas,2100000,64000,https://ted.com/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers,October,2015
Our campaign to ban plastic bags in Bali,Melati and Isabel Wijsen,1700000,53000,https://ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali,September,2015
A robot that runs and swims like a salamander,Auke Ijspeert,2000000,62000,https://ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander,December,2015
Should you be able to patent a human gene?,Tania Simoncelli,1100000,34000,https://ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene,November,2014
Why are human bodies asymmetrical?,Leo Q. Wan,1100000,34000,https://ted.com/talks/leo_q_wan_why_are_human_bodies_asymmetrical,January,2016
Glow-in-the-dark sharks and other stunning sea creatures,David Gruber,2500000,75000,https://ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures,October,2015
Capitalism will eat democracy — unless we speak up,Yanis Varoufakis,3300000,99000,https://ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up,December,2015
The unheard story of the Sistine Chapel,Elizabeth Lev,1800000,54000,https://ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel,December,2015
How I turned a deadly plant into a thriving business,Achenyo Idachaba,1800000,56000,https://ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business,May,2015
Can a computer write poetry?,Oscar Schwartz,929000,27000,https://ted.com/talks/oscar_schwartz_can_a_computer_write_poetry,May,2015
How we can make crops survive without water,Jill Farrant,1600000,49000,https://ted.com/talks/jill_farrant_how_we_can_make_crops_survive_without_water,December,2015
The mysterious world of underwater caves,Jill Heinerth,1900000,59000,https://ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves,November,2015
How statistics can be misleading,Mark Liddell,1100000,34000,https://ted.com/talks/mark_liddell_how_statistics_can_be_misleading,January,2016
Why great architecture should tell a story,Ole Scheeren,2700000,82000,https://ted.com/talks/ole_scheeren_why_great_architecture_should_tell_a_story,September,2015
Let's design social media that drives real change,Wael Ghonim,1700000,53000,https://ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change,December,2015
"I love being a police officer, but we need reform",Melvin Russell,1200000,37000,https://ted.com/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform,September,2015
How do carbohydrates impact your health?,Richard J. Wood,4900000,147000,https://ted.com/talks/richard_j_wood_how_do_carbohydrates_impact_your_health,January,2016
How frustration can make us more creative,Tim Harford,4000000,122000,https://ted.com/talks/tim_harford_how_frustration_can_make_us_more_creative,September,2015
4 ways we can avoid a catastrophic drought,David Sedlak,1200000,36000,https://ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought,September,2015
How we'll find life on other planets,Aomawa Shields,1800000,54000,https://ted.com/talks/aomawa_shields_how_we_ll_find_life_on_other_planets,March,2015
How to use data to make a hit TV show,Sebastian Wernicke,1600000,50000,https://ted.com/talks/sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show,June,2015
Have we reached the end of physics?,Harry Cliff,2700000,81000,https://ted.com/talks/harry_cliff_have_we_reached_the_end_of_physics,December,2015
What makes a good life? Lessons from the longest study on happiness,Robert Waldinger,41000000,1200000,https://ted.com/talks/robert_waldinger_what_makes_a_good_life_lessons_from_the_longest_study_on_happiness,November,2015
The science of snowflakes,Maruša Brada,568000,17000,https://ted.com/talks/marusa_brada_the_science_of_snowflakes,December,2015
"An underwater art museum, teeming with life",Jason deCaires Taylor,1700000,53000,https://ted.com/talks/jason_decaires_taylor_an_underwater_art_museum_teeming_with_life,October,2015
Governments don't understand cyber warfare. We need hackers,Rodrigo Bijou,1400000,43000,https://ted.com/talks/rodrigo_bijou_governments_don_t_understand_cyber_warfare_we_need_hackers,June,2015
Refugees have the right to be protected,António Guterres,1200000,36000,https://ted.com/talks/antonio_guterres_refugees_have_the_right_to_be_protected,December,2015
A hilarious celebration of lifelong female friendship,Jane Fonda and Lily Tomlin,4200000,127000,https://ted.com/talks/jane_fonda_and_lily_tomlin_a_hilarious_celebration_of_lifelong_female_friendship,May,2015
